,rhs,lhs,supp,conf,lift,conv
0,"('Apgar saudável (>7)',)","('Branca',)",0.32485278628031755,0.9928701063002333,1.0003874564262831,1.053934023565169
1,"('Apgar saudável (>7)',)","('Cesáreo',)",0.5901767978453425,0.9931716253672928,1.0006912583945826,1.1004723542928216
2,"('Apgar saudável (>7)',)","('Consultas: 7+',)",0.7658223821406607,0.9926422753053502,1.000157900447087,1.0212990970817575
3,"('Consultas: 7+',)","('Apgar saudável (>7)',)",0.7658223821406607,0.7716206783572416,1.000157900447087,1.0005334064977944
4,"('Apgar saudável (>7)',)","('Inicio PN: 2.0° mês',)",0.44541605106707854,0.9922677165354331,0.999780505768023,0.9718264560694723
5,"('Apgar saudável (>7)',)","('Médio',)",0.5491266144025562,0.9922211294051527,0.9997335659110693,0.9660062538503197
6,"('Apgar saudável (>7)',)","('Negra',)",0.6676327751111614,0.9922985595259359,0.9998115822810753,0.9757184591777065
7,"('Apgar saudável (>7)',)","('Ocupação: 0',)",0.9924855613914789,0.9924855613914789,1.0,0.9999998669228775
8,"('Ocupação: 0',)","('Apgar saudável (>7)',)",0.9924855613914789,1.0,1.0,0.0
9,"('Apgar saudável (>7)',)","('Peso saudável (>2500)',)",0.871738500364058,0.9931063918887358,1.0006255310116416,1.0900587032476912
10,"('Peso saudável (>2500)',)","('Apgar saudável (>7)',)",0.871738500364058,0.8783387227738287,1.0006255310116416,1.0045132161058636
11,"('Apgar saudável (>7)',)","('Sem anomalias',)",0.9924855613914789,0.9924855613914789,1.0,0.9999998669228775
12,"('Sem anomalias',)","('Apgar saudável (>7)',)",0.9924855613914789,1.0,1.0,0.0
13,"('Apgar saudável (>7)',)","('Semana de gestação saudável (>37)',)",0.8253299495974156,0.9931776034843561,1.0006972817739606,1.101436641780305
14,"('Semana de gestação saudável (>37)',)","('Apgar saudável (>7)',)",0.8253299495974156,0.8315787974187666,1.0006972817739606,1.0034404201685294
15,"('Apgar saudável (>7)',)","('União',)",0.880143643831162,0.9923643435567174,0.9998778643846551,0.984124636855189
16,"('União',)","('Apgar saudável (>7)',)",0.880143643831162,0.8868075043804042,0.9998778643846551,0.9990430018446919
17,"('Apgar saudável (>7)',)","('Vaginal',)",0.40230876354613637,0.9914808362369338,0.9989876677368117,0.8820628333306858
18,"('Consultas: 7+',)","('Branca',)",0.2732838026028375,0.8352562440584219,1.0826409333291955,1.3870094132820445
19,"('Ocupação: 0',)","('Branca',)",0.3271855847194633,1.0,1.0,0.0
20,"('Peso saudável (>2500)',)","('Branca',)",0.29010822770940403,0.8866779016506784,1.0101257330128661,1.078433620346208
21,"('Sem anomalias',)","('Branca',)",0.3271855847194633,1.0,1.0,0.0
22,"('Semana de gestação saudável (>37)',)","('Branca',)",0.2754752193183987,0.8419540229885057,1.0131825207647294,1.069313154394548
23,"('União',)","('Branca',)",0.2765426513314624,0.8452164894996111,0.952983882397377,0.730595723749632
24,"('Consultas: 7+',)","('Cesáreo',)",0.4826135825421848,0.8121602169852845,1.0527043665755458,1.21646829427528
25,"('Ocupação: 0',)","('Cesáreo',)",0.5942344533122204,1.0,1.0,0.0
26,"('Peso saudável (>2500)',)","('Cesáreo',)",0.5190405836237549,0.8734609390799538,0.9950686373300907,0.965791590455604
27,"('Sem anomalias',)","('Cesáreo',)",0.5942344533122204,1.0,1.0,0.0
28,"('Semana de gestação saudável (>37)',)","('Cesáreo',)",0.4926728921752285,0.8290884000904105,0.9977004114295521,0.9888190291789609
29,"('União',)","('Cesáreo',)",0.5113989014640078,0.8606012300591237,0.970330219069962,0.8112278956684552
30,"('Consultas: 7+',)","('Inicio PN: 2.0° mês',)",0.3855833056460791,0.8589763779527559,1.1133864537377316,1.620304008080038
31,"('Consultas: 7+',)","('Médio',)",0.43458621104049877,0.785257188110718,1.0178332470869664,1.0640688672324952
32,"('Consultas: 7+',)","('Ocupação: 0',)",0.771498858342582,0.771498858342582,1.0,0.9999999956236543
33,"('Ocupação: 0',)","('Consultas: 7+',)",0.771498858342582,1.0,1.0,0.0
34,"('Consultas: 7+',)","('Peso saudável (>2500)',)",0.6827535504485335,0.7778099908997931,1.0081803524256268,1.0284042093268044
35,"('Peso saudável (>2500)',)","('Consultas: 7+',)",0.6827535504485335,0.8849702667289737,1.0081803524256268,1.062424099655631
36,"('Consultas: 7+',)","('Sem anomalias',)",0.771498858342582,0.771498858342582,1.0,0.9999999956236543
37,"('Sem anomalias',)","('Consultas: 7+',)",0.771498858342582,1.0,1.0,0.0
38,"('Consultas: 7+',)","('Semana de gestação saudável (>37)',)",0.6546397947137373,0.787774129336305,1.0210956514293323,1.0766884351381705
39,"('Semana de gestação saudável (>37)',)","('Consultas: 7+',)",0.6546397947137373,0.8485298294803779,1.0210956514293323,1.1157354718182861
40,"('Consultas: 7+',)","('União',)",0.6784979605686373,0.7650082892303769,0.9915870658238576,0.9723795785675698
41,"('União',)","('Consultas: 7+',)",0.6784979605686373,0.8794542639068327,0.9915870658238576,0.9381017888814738
42,"('Ocupação: 0',)","('Inicio PN: 2.0° mês',)",0.4488869723810803,1.0,1.0,0.0
43,"('Peso saudável (>2500)',)","('Inicio PN: 2.0° mês',)",0.3950558811262468,0.8800787401574803,1.002607802512763,1.0190883668827326
44,"('Sem anomalias',)","('Inicio PN: 2.0° mês',)",0.4488869723810803,1.0,1.0,0.0
45,"('Semana de gestação saudável (>37)',)","('Inicio PN: 2.0° mês',)",0.37522709439350777,0.8359055118110236,1.005903921655573,1.0298983477270571
46,"('União',)","('Inicio PN: 2.0° mês',)",0.3976502357540241,0.8858582677165354,0.9988075974737679,0.990734662564637
47,"('Ocupação: 0',)","('Médio',)",0.5534316878857071,1.0,1.0,0.0
48,"('Peso saudável (>2500)',)","('Médio',)",0.4860279511667527,0.8782076664665535,1.0004762283751307,1.0034322959213844
49,"('Sem anomalias',)","('Médio',)",0.5534316878857071,1.0,1.0,0.0
50,"('Semana de gestação saudável (>37)',)","('Médio',)",0.4620708181053435,0.834919337327083,1.0047171885059334,1.0237458435573785
51,"('União',)","('Médio',)",0.49299807013947305,0.8908020283820205,1.0043817010214005,1.0355885635784845
52,"('Ocupação: 0',)","('Negra',)",0.6728144152805366,1.0,1.0,0.0
53,"('Peso saudável (>2500)',)","('Negra',)",0.5876814104240745,0.8734673292917406,0.9950759172198379,0.9658403653113123
54,"('Sem anomalias',)","('Negra',)",0.6728144152805366,1.0,1.0,0.0
55,"('Semana de gestação saudável (>37)',)","('Negra',)",0.555524137394759,0.8256721686962186,0.9935894198065212,0.96944154615738
56,"('União',)","('Negra',)",0.6103731770594015,0.9071939649285017,1.022863653898734,1.2185001794712509
57,"('Ocupação: 0',)","('Peso saudável (>2500)',)",0.8777896381334784,1.0,1.0,0.0
58,"('Peso saudável (>2500)',)","('Ocupação: 0',)",0.8777896381334784,0.8777896381334784,1.0,0.9999999918173879
59,"('Ocupação: 0',)","('Sem anomalias',)",1.0,1.0,1.0,0.0
60,"('Sem anomalias',)","('Ocupação: 0',)",1.0,1.0,1.0,0.0
61,"('Ocupação: 0',)","('Semana de gestação saudável (>37)',)",0.8309993567131577,1.0,1.0,0.0
62,"('Semana de gestação saudável (>37)',)","('Ocupação: 0',)",0.8309993567131577,0.8309993567131577,1.0,0.9999999940828628
63,"('Ocupação: 0',)","('União',)",0.8869158283908639,1.0,1.0,0.0
64,"('União',)","('Ocupação: 0',)",0.8869158283908639,0.8869158283908639,1.0,0.9999999911570295
65,"('Ocupação: 0',)","('Vaginal',)",0.40576554668777964,1.0,1.0,0.0
66,"('Peso saudável (>2500)',)","('Sem anomalias',)",0.8777896381334784,0.8777896381334784,1.0,0.9999999918173879
67,"('Sem anomalias',)","('Peso saudável (>2500)',)",0.8777896381334784,1.0,1.0,0.0
68,"('Peso saudável (>2500)',)","('Semana de gestação saudável (>37)',)",0.7543846007026672,0.9078040730217602,1.0341931979877368,1.3255505372793241
69,"('Semana de gestação saudável (>37)',)","('Peso saudável (>2500)',)",0.7543846007026672,0.8594138822449324,1.0341931979877368,1.2021147235829104
70,"('Peso saudável (>2500)',)","('União',)",0.7782003520404918,0.8774230058024612,0.9995823232411392,0.9970089548171226
71,"('União',)","('Peso saudável (>2500)',)",0.7782003520404918,0.8865453842622792,0.9995823232411392,0.9967348606937605
72,"('Peso saudável (>2500)',)","('Vaginal',)",0.35874905450972355,0.8841289198606271,1.007221868944168,1.054709774559915
73,"('Sem anomalias',)","('Semana de gestação saudável (>37)',)",0.8309993567131577,1.0,1.0,0.0
74,"('Semana de gestação saudável (>37)',)","('Sem anomalias',)",0.8309993567131577,0.8309993567131577,1.0,0.9999999940828628
75,"('Sem anomalias',)","('União',)",0.8869158283908639,1.0,1.0,0.0
76,"('União',)","('Sem anomalias',)",0.8869158283908639,0.8869158283908639,1.0,0.9999999911570295
77,"('Sem anomalias',)","('Vaginal',)",0.40576554668777964,1.0,1.0,0.0
78,"('Semana de gestação saudável (>37)',)","('União',)",0.7374329320448746,0.8314576292801122,1.0005514716266053,1.0027190288250847
79,"('União',)","('Semana de gestação saudável (>37)',)",0.7374329320448746,0.8874049373054086,1.0005514716266053,1.0043439552187772
80,"('Semana de gestação saudável (>37)',)","('Vaginal',)",0.3383264645379292,0.8337979094076655,1.0033676953801467,1.0168382459432108
81,"('União',)","('Vaginal',)",0.3755169269268562,0.9254529616724738,1.0434507222083613,1.5169505406149675
82,"('Apgar saudável (>7)',)","('Branca', 'Consultas: 7+')",0.2713751493344455,0.9930158565922553,1.00053431024229,1.0759282984166778
83,"('Consultas: 7+',)","('Apgar saudável (>7)', 'Branca')",0.2713751493344455,0.8353788571179875,1.0827998617038002,1.3880424851208037
