,rhs,lhs,supp,conf,lift,conv
0,"('Apgar saudável (>7)',)","('Branca',)",0.3448221511698973,0.9951911026114727,1.0006695140761366,1.1384615774341251
1,"('Apgar saudável (>7)',)","('Casada',)",0.3525453387458907,0.9946726927859003,1.0001482504646686,1.027675859007614
2,"('Apgar saudável (>7)',)","('Cesáreo',)",0.6398633565146905,0.9956504547251879,1.0011313948699005,1.258693596807333
3,"('Apgar saudável (>7)',)","('Consultas: 7+',)",0.8283078467071108,0.9945388536999845,1.0000136746101256,1.0024900894190658
4,"('Consultas: 7+',)","('Apgar saudável (>7)',)",0.8283078467071108,0.832867585225435,1.0000136746101256,1.0000681374927862
5,"('Apgar saudável (>7)',)","('Inicio PN: 2.0° mês',)",0.44480864122078473,0.9944625430591213,0.999936943888045,0.9886749666679111
6,"('Apgar saudável (>7)',)","('Médio',)",0.5757393480484557,0.99455455722438,1.0000294645805994,1.0053810618033416
7,"('Apgar saudável (>7)',)","('Negra',)",0.6497031027849796,0.9941722245465509,0.9996450272057728,0.9394227951010382
8,"('Apgar saudável (>7)',)","('Ocupação: 0',)",0.9945252539548768,0.9945252539548768,1.0,0.999999817343159
9,"('Ocupação: 0',)","('Apgar saudável (>7)',)",0.9945252539548768,1.0,1.0,0.0
10,"('Apgar saudável (>7)',)","('Peso saudável (>2500)',)",0.798688891605175,0.9946043381601875,1.0000795195546783,1.0146568100451234
11,"('Peso saudável (>2500)',)","('Apgar saudável (>7)',)",0.798688891605175,0.8030855812148263,1.0000795195546783,1.0003242775722634
12,"('Apgar saudável (>7)',)","('Sem anomalias',)",0.9945252539548768,0.9945252539548768,1.0,0.999999817343159
13,"('Sem anomalias',)","('Apgar saudável (>7)',)",0.9945252539548768,1.0,1.0,0.0
14,"('Apgar saudável (>7)',)","('Semana de gestação saudável (>37)',)",0.9883814437632285,0.9945912002615386,1.0000663093334228,1.012192223350522
15,"('Semana de gestação saudável (>37)',)","('Apgar saudável (>7)',)",0.9883814437632285,0.9938223688466266,1.0000663093334228,1.0106665997112567
16,"('Apgar saudável (>7)',)","('Solteira',)",0.6414491672081368,0.9944446937849388,0.9999189963556806,0.9854983411683249
17,"('Apgar saudável (>7)',)","('Vaginal',)",0.35466189744018634,0.9925016427973463,0.9979652490980162,0.7301259685334438
18,"('Consultas: 7+',)","('Branca',)",0.3052637335066038,0.8810215657695628,1.0578315557298519,1.404824356906488
19,"('Ocupação: 0',)","('Branca',)",0.34648837822710865,1.0,1.0,0.0
20,"('Peso saudável (>2500)',)","('Branca',)",0.2801287948482061,0.8084796271711986,1.0067967051382425,1.0284977560206865
