,rhs,lhs,supp,conf,lift,conv
0,"('Apgar saudável (>7)',)","('Branca',)",0.47560482804073717,0.9964622106647718,1.0003071582975585,1.0864880684385352
1,"('Apgar saudável (>7)',)","('Casada',)",0.9895030042959748,0.9961932068599768,1.0000371165150745,1.009712331815027
2,"('Casada',)","('Apgar saudável (>7)',)",0.9895030042959748,0.9933210991452166,1.0000371165150745,1.0055198069934708
3,"('Apgar saudável (>7)',)","('Cesáreo',)",0.6944109030206524,0.9969507141475813,1.0007975467191945,1.2605462109324703
4,"('Apgar saudável (>7)',)","('Consultas: 7+',)",0.8820194449388797,0.9961938656306881,1.0000377778277176,1.0098870940992106
5,"('Consultas: 7+',)","('Apgar saudável (>7)',)",0.8820194449388797,0.885422803882745,1.0000377778277176,1.0002919174791136
6,"('Apgar saudável (>7)',)","('Inicio PN: 1.0° mês',)",0.3146524974863977,0.9966097304545247,1.000455247306957,1.133764086465773
7,"('Apgar saudável (>7)',)","('Inicio PN: 2.0° mês',)",0.46213240069466827,0.996075341009835,0.9999187958679354,0.9793885323811111
8,"('Apgar saudável (>7)',)","('Médio',)",0.45064920695245564,0.9956422847182365,0.9994840685859617,0.8820599459281563
9,"('Apgar saudável (>7)',)","('Negra',)",0.5205514049714003,0.9958768389712345,0.9997195278896585,0.9322376760957447
10,"('Apgar saudável (>7)',)","('Ocupação: 0',)",0.9961562330121374,0.9961562330121374,1.0,0.9999997398386159
11,"('Ocupação: 0',)","('Apgar saudável (>7)',)",0.9961562330121374,1.0,1.0,0.0
12,"('Apgar saudável (>7)',)","('Peso saudável (>2500)',)",0.9892047395234499,0.9961751718023686,1.0000190118674195,1.0049512773649891
13,"('Peso saudável (>2500)',)","('Apgar saudável (>7)',)",0.9892047395234499,0.9930216834886754,1.0000190118674195,1.0027052133467014
14,"('Apgar saudável (>7)',)","('Sem anomalias',)",0.9961562330121374,0.9961562330121374,1.0,0.9999997398386159
15,"('Sem anomalias',)","('Apgar saudável (>7)',)",0.9961562330121374,1.0,1.0,0.0
16,"('Apgar saudável (>7)',)","('Semana de gestação saudável (>37)',)",0.9863038740745373,0.9961833266523329,1.0000271981836761,1.0070984940625196
17,"('Semana de gestação saudável (>37)',)","('Apgar saudável (>7)',)",0.9863038740745373,0.9901096247645723,1.0000271981836761,1.0027225911722388
18,"('Apgar saudável (>7)',)","('Superior completo',)",0.4050940736713988,0.9967271522081366,1.0005731221439762,1.174440749422495
19,"('Apgar saudável (>7)',)","('Vaginal',)",0.301745329991485,0.9943326833753429,0.9981694140172364,0.6782339093082218
20,"('Casada',)","('Branca',)",0.4750443789117184,0.9952879871389767,1.0020173029819488,1.4252437072610162
21,"('Consultas: 7+',)","('Branca',)",0.4343504803506054,0.9100282720771662,1.0278283402885622,1.2738517484986833
22,"('Ocupação: 0',)","('Branca',)",0.4772933915109997,1.0,1.0,0.0
23,"('Peso saudável (>2500)',)","('Branca',)",0.4747244658895747,0.9946177222079434,1.0016262970752683,1.300043275223978
24,"('Sem anomalias',)","('Branca',)",0.4772933915109997,1.0,1.0,0.0
25,"('Semana de gestação saudável (>37)',)","('Branca',)",0.4730599560299997,0.9911303287321913,1.0010581261772864,1.1181138814395584
26,"('Casada',)","('Cesáreo',)",0.6921907547541961,0.9937632953007155,1.0004823024359815,1.0768133735604353
27,"('Casada',)","('Consultas: 7+',)",0.879909943281586,0.993811296150398,1.000530627827789,1.0851653564286579
28,"('Consultas: 7+',)","('Casada',)",0.879909943281586,0.8858591680268122,1.000530627827789,1.0041160662523285
29,"('Casada',)","('Inicio PN: 1.0° mês',)",0.3141112912459289,0.9948955492236664,1.0016222117253797,1.3156688314869176
30,"('Casada',)","('Inicio PN: 2.0° mês',)",0.460970611298462,0.993571232301447,1.0002889408652438,1.044642982016398
31,"('Casada',)","('Médio',)",0.4489798863707431,0.9919541695895244,0.9986609449100117,0.8346891404170226
32,"('Casada',)","('Negra',)",0.5182398529843315,0.9914545646981947,0.9981579621027886,0.7858894346367519
33,"('Casada',)","('Ocupação: 0',)",0.9932842318960499,0.9932842318960499,1.0,0.999999851096727
34,"('Ocupação: 0',)","('Casada',)",0.9932842318960499,1.0,1.0,0.0
35,"('Casada',)","('Peso saudável (>2500)',)",0.9864578171829373,0.9934088932705794,1.0001255042318467,1.0189134178422004
36,"('Peso saudável (>2500)',)","('Casada',)",0.9864578171829373,0.9931274307052254,1.0001255042318467,1.0181336892710868
37,"('Casada',)","('Sem anomalias',)",0.9932842318960499,0.9932842318960499,1.0,0.999999851096727
38,"('Sem anomalias',)","('Casada',)",0.9932842318960499,1.0,1.0,0.0
39,"('Casada',)","('Semana de gestação saudável (>37)',)",0.9835232766790623,0.9933748770088554,1.0000912579802383,1.0136818741697062
40,"('Semana de gestação saudável (>37)',)","('Casada',)",0.9835232766790623,0.9901730492606782,1.0000912579802383,1.0091943004841488
41,"('Casada',)","('Superior completo',)",0.4052672596683488,0.9971532734396269,1.0038952008089281,2.3591186587134962
42,"('Casada',)","('Vaginal',)",0.30109347714185375,0.9921846514798434,0.9988929851286297,0.8593048956581454
43,"('Consultas: 7+',)","('Cesáreo',)",0.621263872919964,0.8919351051192088,1.0073930743352157,1.0605723835632155
44,"('Ocupação: 0',)","('Cesáreo',)",0.6965348368443587,1.0,1.0,0.0
