,rhs,lhs,supp,conf,lift,conv
0,"('Apgar saudável (>7)',)","('Branca',)",0.30955708176867053,0.9956190800778199,1.0004027478723496,1.091492415195286
1,"('Apgar saudável (>7)',)","('Cesáreo',)",0.54150468129447,0.995874999492495,1.0006598969073548,1.1592097480280026
2,"('Apgar saudável (>7)',)","('Consultas: 7+',)",0.7608996562709036,0.9954540334622416,1.0002369082545124,1.0518645191399285
3,"('Consultas: 7+',)","('Apgar saudável (>7)',)",0.7608996562709036,0.7645555636891175,1.0002369082545124,1.0007691225378854
4,"('Apgar saudável (>7)',)","('Inicio PN: 2.0° mês',)",0.4241864305378025,0.9952347654934867,1.000016586765248,1.0034639319702183
5,"('Apgar saudável (>7)',)","('Médio',)",0.600539104979767,0.9954368310310128,1.0002196231704719,1.0478991557685173
6,"('Apgar saudável (>7)',)","('Negra',)",0.6856611762731996,0.995037403687507,0.9998182766916688,0.9635563107432267
7,"('Apgar saudável (>7)',)","('Ocupação: 0',)",0.99521825804187,0.99521825804187,1.0,0.9999997908712348
8,"('Ocupação: 0',)","('Apgar saudável (>7)',)",0.99521825804187,1.0,1.0,0.0
9,"('Apgar saudável (>7)',)","('Peso saudável (>2500)',)",0.984191110728454,0.9952049290115189,0.9999866069274318,0.9972200562612743
10,"('Peso saudável (>2500)',)","('Apgar saudável (>7)',)",0.984191110728454,0.9889198703658106,0.9999866069274318,0.998804539999159
11,"('Apgar saudável (>7)',)","('Sem anomalias',)",0.99521825804187,0.99521825804187,1.0,0.9999997908712348
12,"('Sem anomalias',)","('Apgar saudável (>7)',)",0.99521825804187,1.0,1.0,0.0
13,"('Apgar saudável (>7)',)","('Semana de gestação saudável (>37)',)",0.9807207052075951,0.9952638488733158,1.000045809882483,1.0096259221043322
14,"('Semana de gestação saudável (>37)',)","('Apgar saudável (>7)',)",0.9807207052075951,0.9854327905289847,1.000045809882483,1.0030987053106784
15,"('Apgar saudável (>7)',)","('Solteira',)",0.99521825804187,0.99521825804187,1.0,0.9999997908712348
16,"('Solteira',)","('Apgar saudável (>7)',)",0.99521825804187,1.0,1.0,0.0
17,"('Apgar saudável (>7)',)","('Vaginal',)",0.4537135767474,0.9944355736197803,0.9992135550008602,0.8593412459884008
18,"('Consultas: 7+',)","('Branca',)",0.25620290834111525,0.8240176656868174,1.0780287547666358,1.3389157639868399
19,"('Ocupação: 0',)","('Branca',)",0.31091919385923666,1.0,1.0,0.0
20,"('Peso saudável (>2500)',)","('Branca',)",0.30828769043629534,0.9915363751260313,1.0026323922894094,1.3075819921636875
21,"('Sem anomalias',)","('Branca',)",0.31091919385923666,1.0,1.0,0.0
22,"('Semana de gestação saudável (>37)',)","('Branca',)",0.30728763083009364,0.9883199136596658,1.0029757462690148,1.2510480048384178
23,"('Solteira',)","('Branca',)",0.31091919385923666,1.0,1.0,0.0
24,"('Consultas: 7+',)","('Cesáreo',)",0.4364189477077,0.8026130416600691,1.050025956833207,1.193723859580077
25,"('Ocupação: 0',)","('Cesáreo',)",0.5437476405878496,1.0,1.0,0.0
