,rhs,lhs,supp,conf,lift,conv
0,"('Apgar saudável (>7)',)","('Branca',)",0.2585835928396152,0.9936120789779327,1.0000513470744232,1.007986236157111
1,"('Apgar saudável (>7)',)","('Cesáreo',)",0.4796431738910829,0.9945243887354142,1.0009695692068041,1.1759301361663832
2,"('Apgar saudável (>7)',)","('Consultas: 7+',)",0.7841265674775989,0.9935296607607184,0.9999683947322643,0.9951466596451537
3,"('Consultas: 7+',)","('Apgar saudável (>7)',)",0.7841265674775989,0.7892082299255464,0.9999683947322643,0.9998816608179801
4,"('Apgar saudável (>7)',)","('Inicio PN: 2.0° mês',)",0.41491176786417383,0.9939121984680462,1.0003534115387362,1.0576784384992688
5,"('Apgar saudável (>7)',)","('Médio',)",0.6130154828805396,0.9939000012896403,1.00034113531449,1.055563570757785
6,"('Apgar saudável (>7)',)","('Negra',)",0.7349774696844961,0.9935431148959963,0.9999819360593004,0.9972202346725951
7,"('Apgar saudável (>7)',)","('Ocupação: 0',)",0.9935610625241112,0.9935610625241112,1.0,0.9999998446948974
8,"('Ocupação: 0',)","('Apgar saudável (>7)',)",0.9935610625241112,1.0,1.0,0.0
9,"('Apgar saudável (>7)',)","('Peso saudável (>2500)',)",0.9719812757766297,0.9936775510370036,1.0001172434360466,1.0184244262230837
10,"('Peso saudável (>2500)',)","('Apgar saudável (>7)',)",0.9719812757766297,0.9782803618605396,1.0001172434360466,1.005280129398874
11,"('Apgar saudável (>7)',)","('Sem anomalias',)",0.9935610625241112,0.9935610625241112,1.0,0.9999998446948974
12,"('Sem anomalias',)","('Apgar saudável (>7)',)",0.9935610625241112,1.0,1.0,0.0
13,"('Apgar saudável (>7)',)","('Semana de gestação saudável (>37)',)",0.9722000167038526,0.993553762676042,0.999992652844053,0.9988674250466185
14,"('Semana de gestação saudável (>37)',)","('Apgar saudável (>7)',)",0.9722000167038526,0.9785005203746697,0.999992652844053,0.999665561747128
15,"('Apgar saudável (>7)',)","('Solteira',)",0.8908363459924673,0.9935946059839865,1.0000337608438379,1.00523659505642
16,"('Solteira',)","('Apgar saudável (>7)',)",0.8908363459924673,0.8966095588823954,1.0000337608438379,1.0002927569779647
17,"('Apgar saudável (>7)',)","('Vaginal',)",0.5139178886330283,0.9926636655553336,0.999096787301127,0.8776776259010783
18,"('Ocupação: 0',)","('Branca',)",0.26024602388650925,1.0,1.0,0.0
19,"('Peso saudável (>2500)',)","('Branca',)",0.2557518921090205,0.9827312182896265,1.0046674505508273,1.2643810516822116
20,"('Sem anomalias',)","('Branca',)",0.26024602388650925,1.0,1.0,0.0
21,"('Semana de gestação saudável (>37)',)","('Branca',)",0.2551632801594025,0.9804694663487988,1.002004845445874,1.1004455720453339
22,"('Consultas: 7+',)","('Cesáreo',)",0.3942268303644224,0.8174164020945862,1.0357096345884012,1.1543579347336366
23,"('Ocupação: 0',)","('Cesáreo',)",0.48228397344882856,1.0,1.0,0.0
24,"('Peso saudável (>2500)',)","('Cesáreo',)",0.47099694160412664,0.9765967096853998,0.9983960092807339,0.9329594436570653
25,"('Sem anomalias',)","('Cesáreo',)",0.48228397344882856,1.0,1.0,0.0
26,"('Semana de gestação saudável (>37)',)","('Cesáreo',)",0.4702850393137103,0.9751206036366635,0.9965384984160751,0.8638589618036489
27,"('Solteira',)","('Cesáreo',)",0.4211955981371227,0.8733352574939183,0.9740747612793635,0.8164916892286113
28,"('Consultas: 7+',)","('Inicio PN: 2.0° mês',)",0.3687773177589793,0.8833981174497924,1.119311943185273,1.8075765136155282
29,"('Consultas: 7+',)","('Médio',)",0.49825603824386827,0.8078371442204769,1.0235722103245877,1.096813555340251
30,"('Consultas: 7+',)","('Negra',)",0.5692672974359586,0.769535975226206,0.9750426118950537,0.914532432734473
31,"('Consultas: 7+',)","('Ocupação: 0',)",0.7892331738513119,0.7892331738513119,1.0,0.9999999952554204
32,"('Ocupação: 0',)","('Consultas: 7+',)",0.7892331738513119,1.0,1.0,0.0
33,"('Consultas: 7+',)","('Peso saudável (>2500)',)",0.7736747282641118,0.7909444640962151,1.0021682948735573,1.0081858116280882
34,"('Peso saudável (>2500)',)","('Consultas: 7+',)",0.7736747282641118,0.9802866299812542,1.0021682948735573,1.107589443928739
35,"('Consultas: 7+',)","('Sem anomalias',)",0.7892331738513119,0.7892331738513119,1.0,0.9999999952554204
36,"('Sem anomalias',)","('Consultas: 7+',)",0.7892331738513119,1.0,1.0,0.0
37,"('Consultas: 7+',)","('Semana de gestação saudável (>37)',)",0.7718810526608839,0.7888349218607109,0.9994953937520674,0.9981140205936312
38,"('Semana de gestação saudável (>37)',)","('Consultas: 7+',)",0.7718810526608839,0.9780139485194815,0.9994953937520674,0.9775420301409861
39,"('Consultas: 7+',)","('Solteira',)",0.697397778387601,0.7778428371814492,0.9855678435128621,0.9487284700881137
40,"('Solteira',)","('Consultas: 7+',)",0.697397778387601,0.8836397169982464,0.9855678435128621,0.8887973356049117
41,"('Consultas: 7+',)","('Vaginal',)",0.39500634348688946,0.7629787822453025,0.9667343030223973,0.889231889263125
42,"('Ocupação: 0',)","('Inicio PN: 2.0° mês',)",0.4174531397277272,1.0,1.0,0.0
43,"('Peso saudável (>2500)',)","('Inicio PN: 2.0° mês',)",0.4091012134155799,0.9799931405053162,1.0018682542133377,1.0913417250255422
44,"('Sem anomalias',)","('Inicio PN: 2.0° mês',)",0.4174531397277272,1.0,1.0,0.0
45,"('Semana de gestação saudável (>37)',)","('Inicio PN: 2.0° mês',)",0.4093398398816413,0.980564765062307,1.002102237334125,1.1058414955956288
46,"('Solteira',)","('Inicio PN: 2.0° mês',)",0.3692466164755666,0.8845223124118745,0.9865522465922741,0.8955904093288557
47,"('Ocupação: 0',)","('Médio',)",0.6167778268287736,1.0,1.0,0.0
48,"('Peso saudável (>2500)',)","('Médio',)",0.604257891576088,0.9797010613739828,1.001569655379013,1.0756385331886282
49,"('Sem anomalias',)","('Médio',)",0.6167778268287736,1.0,1.0,0.0
